speclibm_0	0.002219	2.218569	0.044274	NAN	0.601079
speclibm_1	0.002641	2.640784	0.060525	NAN	0.974029
speclibm_2	0.002640	2.640456	0.060527	NAN	0.977535
speclibm_3	0.002021	2.021001	0.030383	NAN	0.940775
speclibm_4	0.002013	2.012972	0.030383	NAN	0.940890
speclibm_5	0.001996	1.995846	0.030360	NAN	0.941923
speclibm_6	0.002558	2.558286	0.060525	NAN	0.974029
speclibm_7	0.002606	2.606073	0.060525	NAN	0.974029
speclibm_8	0.001970	1.970435	0.030356	NAN	0.942153
speclibm_9	0.003926	3.926240	0.120818	NAN	0.988144
speclibm_10	0.002012	2.011675	0.030354	NAN	0.942268
speclibm_11	0.002606	2.606384	0.060572	NAN	0.972847
speclibm_12	0.002012	2.011675	0.030354	NAN	0.942268
speclibm_13	0.002558	2.558286	0.060525	NAN	0.974029
speclibm_14	0.002641	2.640784	0.060525	NAN	0.974029
speclibm_15	0.002178	2.177510	0.044269	NAN	0.597262
speclibm_16	0.001970	1.969543	0.030434	NAN	0.944934
speclibm_17	0.002652	2.652179	0.060546	NAN	0.976972
speclibm_18	0.002649	2.649068	0.060536	NAN	0.977158
speclibm_19	0.003901	3.900789	0.120835	NAN	0.987885
speclibm_20	0.003900	3.900277	0.120819	NAN	0.989602
speclibm_21	0.002019	2.019461	0.030354	NAN	0.949263
speclibm_22	0.003901	3.900789	0.120835	NAN	0.987885
speclibm_23	0.002584	2.584028	0.062232	NAN	0.940697
speclibm_24	0.003900	3.900277	0.120817	NAN	0.989635
speclibm_25	0.003951	3.951120	0.120817	NAN	0.989635
speclibm_26	0.003904	3.904047	0.121106	NAN	0.985562
speclibm_27	0.002605	2.604719	0.060525	NAN	0.977407
speclibm_28	0.002640	2.640456	0.060527	NAN	0.977535
speclibm_29	0.002638	2.638007	0.060525	NAN	0.977407
speclibm_30	0.003961	3.961043	0.123477	NAN	0.953788
speclibm_31	0.002021	2.021001	0.030383	NAN	0.940775
speclibm_32	0.002638	2.637951	0.060533	NAN	0.973842
speclibm_33	0.003927	3.926740	0.120825	NAN	0.988047
speclibm_34	0.002559	2.558612	0.060533	NAN	0.973842
speclibm_35	0.002558	2.558286	0.060533	NAN	0.973842
speclibm_36	0.001971	1.970942	0.030383	NAN	0.940775
speclibm_37	0.002558	2.558286	0.060533	NAN	0.973842
speclibm_38	0.002699	2.698962	0.063898	NAN	0.904915
speclibm_39	0.002685	2.685138	0.063898	NAN	0.904915
speclibm_40	0.003962	3.962037	0.122214	NAN	0.968539
speclibm_41	0.002657	2.656821	0.063898	NAN	0.904915
speclibm_42	0.002194	2.194123	0.044278	NAN	0.594761
speclibm_43	0.003917	3.917488	0.122210	NAN	0.968539
speclibm_44	0.002074	2.074492	0.037400	NAN	0.727478
speclibm_45	0.002021	2.021001	0.030383	NAN	0.940890
speclibm_46	0.002013	2.012972	0.030383	NAN	0.940890
speclibm_47	0.002638	2.637951	0.060539	NAN	0.973593
speclibm_48	0.002606	2.606073	0.060539	NAN	0.973593
speclibm_49	0.002606	2.606384	0.060539	NAN	0.973593
speclibm_50	0.001971	1.970942	0.030383	NAN	0.940890
speclibm_51	0.002178	2.177510	0.044272	NAN	0.594761
speclibm_52	0.003951	3.951094	0.120822	NAN	0.988307
speclibm_53	0.002653	2.652528	0.060527	NAN	0.973967
speclibm_54	0.002012	2.011675	0.030360	NAN	0.941923
speclibm_55	0.002607	2.606806	0.060527	NAN	0.973967
speclibm_56	0.001996	1.995846	0.030360	NAN	0.941923
speclibm_57	0.001970	1.970435	0.030360	NAN	0.941923
speclibm_58	0.002558	2.558286	0.060527	NAN	0.973967
speclibm_59	0.003901	3.900789	0.120820	NAN	0.988111
speclibm_60	0.002021	2.020863	0.030354	NAN	0.942268
speclibm_61	0.003942	3.941718	0.120818	NAN	0.988144
speclibm_62	0.002638	2.637951	0.060525	NAN	0.974029
speclibm_63	0.002607	2.606806	0.060525	NAN	0.974029
speclibm_64	0.002606	2.606384	0.060525	NAN	0.974029
speclibm_65	0.003901	3.900789	0.120818	NAN	0.988144
speclibm_66	0.002558	2.558286	0.060525	NAN	0.974029
speclibm_67	0.002023	2.022574	0.030354	NAN	0.944465
speclibm_68	0.003952	3.951571	0.120818	NAN	0.988144
speclibm_69	0.002012	2.011675	0.030354	NAN	0.942268
speclibm_70	0.003927	3.926740	0.120818	NAN	0.988144
speclibm_71	0.002606	2.606073	0.060525	NAN	0.974029
speclibm_72	0.002559	2.558612	0.060525	NAN	0.974029
speclibm_73	0.002558	2.558286	0.060525	NAN	0.974029
speclibm_74	0.001970	1.970435	0.030354	NAN	0.942268
speclibm_75	0.003961	3.960795	0.121520	NAN	0.978372
speclibm_76	0.003961	3.960804	0.121514	NAN	0.978307
speclibm_77	0.002058	2.058179	0.033899	NAN	0.820665
speclibm_78	0.003935	3.935478	0.121514	NAN	0.978437
speclibm_79	0.002023	2.023318	0.033885	NAN	0.821622
speclibm_80	0.003909	3.909204	0.121514	NAN	0.978307
speclibm_81	0.002022	2.022035	0.033885	NAN	0.820665
speclibm_82	0.002586	2.585953	0.062229	NAN	0.937681
speclibm_83	0.002653	2.652528	0.060527	NAN	0.973967
speclibm_84	0.002021	2.020786	0.030434	NAN	0.938602
speclibm_85	0.001996	1.995846	0.030356	NAN	0.942153
speclibm_86	0.002606	2.606073	0.060527	NAN	0.973967
speclibm_87	0.001970	1.970435	0.030356	NAN	0.942153
speclibm_88	0.001970	1.970435	0.030356	NAN	0.942153
speclibm_89	0.003901	3.900789	0.120824	NAN	0.988079
speclibm_90	0.002654	2.653580	0.060524	NAN	0.974733
speclibm_91	0.002021	2.020863	0.030354	NAN	0.942268
speclibm_92	0.002012	2.011675	0.030354	NAN	0.942268
speclibm_93	0.002607	2.606806	0.060525	NAN	0.974029
speclibm_94	0.003926	3.926240	0.120818	NAN	0.988144
speclibm_95	0.003901	3.900789	0.120818	NAN	0.988144
speclibm_96	0.002558	2.558286	0.060525	NAN	0.974029
speclibm_97	0.002558	2.558286	0.060525	NAN	0.974029
speclibm_98	0.002021	2.020863	0.030354	NAN	0.942268
speclibm_99	0.002012	2.011675	0.030354	NAN	0.942268
speclibm_100	0.002638	2.637951	0.060525	NAN	0.974029
speclibm_101	0.001996	1.995846	0.030354	NAN	0.942268
speclibm_102	0.003901	3.900789	0.120818	NAN	0.988144
speclibm_103	0.003901	3.900789	0.120818	NAN	0.988144
speclibm_104	0.001970	1.970435	0.030354	NAN	0.942268
speclibm_105	0.002654	2.653580	0.060524	NAN	0.974733
speclibm_106	0.002012	2.011675	0.030354	NAN	0.942268
speclibm_107	0.002012	2.011675	0.030354	NAN	0.942268
speclibm_108	0.001996	1.995846	0.030354	NAN	0.942268
speclibm_109	0.002606	2.606073	0.060525	NAN	0.974029
speclibm_110	0.001970	1.970435	0.030354	NAN	0.942268
speclibm_111	0.003901	3.900789	0.120818	NAN	0.988144
speclibm_112	0.001970	1.970435	0.030354	NAN	0.942268
speclibm_113	0.004006	4.006029	0.121108	NAN	0.984572
speclibm_114	0.002650	2.650279	0.061296	NAN	0.958616
speclibm_115	0.002606	2.606384	0.060572	NAN	0.972847
speclibm_116	0.002617	2.617003	0.061300	NAN	0.957673
speclibm_117	0.003904	3.904422	0.121108	NAN	0.984082
speclibm_118	0.002606	2.606384	0.060572	NAN	0.972847
speclibm_119	0.003904	3.904297	0.121108	NAN	0.984082
speclibm_120	0.002654	2.653580	0.060524	NAN	0.974733
speclibm_121	0.002012	2.011675	0.030354	NAN	0.942268
speclibm_122	0.002638	2.637951	0.060525	NAN	0.974029
speclibm_123	0.003927	3.926740	0.120818	NAN	0.988144
speclibm_124	0.002606	2.606073	0.060525	NAN	0.974029
speclibm_125	0.002558	2.558286	0.060525	NAN	0.974029
speclibm_126	0.003901	3.900789	0.120818	NAN	0.988144
speclibm_127	0.002023	2.022574	0.030354	NAN	0.944465
speclibm_128	0.004001	4.000978	0.120818	NAN	0.988144
speclibm_129	0.002638	2.637951	0.060525	NAN	0.974029
speclibm_130	0.001996	1.995846	0.030354	NAN	0.942268
speclibm_131	0.002606	2.606073	0.060525	NAN	0.974029
speclibm_132	0.001970	1.970435	0.030354	NAN	0.942268
speclibm_133	0.002558	2.558286	0.060525	NAN	0.974029
speclibm_134	0.003901	3.900789	0.120818	NAN	0.988144
speclibm_135	0.002030	2.030419	0.030354	NAN	0.942268
speclibm_136	0.002641	2.640946	0.060525	NAN	0.974029
speclibm_137	0.003942	3.942093	0.120818	NAN	0.988144
speclibm_138	0.002606	2.606073	0.060525	NAN	0.974029
speclibm_139	0.003927	3.926740	0.120818	NAN	0.988144
speclibm_140	0.003901	3.900914	0.120865	NAN	0.987497
speclibm_141	0.003901	3.900789	0.120818	NAN	0.988144
speclibm_142	0.002558	2.558286	0.060525	NAN	0.974029
speclibm_143	0.002641	2.640784	0.060525	NAN	0.974029
speclibm_144	0.003942	3.941718	0.120818	NAN	0.988144
speclibm_145	0.002638	2.638007	0.060525	NAN	0.974029
speclibm_146	0.001996	1.995846	0.030354	NAN	0.942268
speclibm_147	0.002559	2.558612	0.060525	NAN	0.974029
speclibm_148	0.002558	2.558286	0.060572	NAN	0.972847
speclibm_149	0.001970	1.970435	0.030354	NAN	0.942268
speclibm_150	0.003993	3.992590	0.123474	NAN	0.954003
speclibm_151	0.003981	3.981365	0.123469	NAN	0.953560
speclibm_152	0.002728	2.728214	0.067121	NAN	0.851218
speclibm_153	0.003961	3.961043	0.123478	NAN	0.953338
speclibm_154	0.002703	2.703118	0.067121	NAN	0.851218
